Id_bien;No_voie;Type de voie;Voie;Surface Carrez ;Type local;Nombre pieces principales;Id_codedep_codecommune
31869;145;RUE;DE LA CROIX NIVERT;61.81;Appartement;3;75115
31870;140;AV;DE SUFFREN;145.28;Appartement;6;75115
31871;15A;RUE;ROBERT DE FLERS;41.18;Appartement;2;75115
31872;13;RUE;ROBERT LINDET;14;Appartement;1;75115
31873;7;RUE;BARTHELEMY;42.39;Appartement;3;75115
31874;170;RUE;BLOMET;43.52;Appartement;2;75115
31875;1;RUE;MARGUERITE BOUCICAUT;77.6;Appartement;4;75115
31876;11;VLA;DE LA CROIX NIVERT;26.3;Appartement;1;75115
31877;75;RUE;LEBLANC;15.6;Appartement;1;75115
31878;53;RUE;DES CEVENNES;18.53;Appartement;1;75115
31879;17;RUE;DU LAOS;55.18;Appartement;2;75115
31880;17;RUE;DESNOUETTES;68.34;Appartement;4;75115
31881;66;RUE;BRANCION;33.26;Appartement;1;75115
31882;78;AV;FELIX FAURE;52.01;Appartement;2;75115
31883;4;IMP;MATHIEU;23.07;Appartement;1;75115
31884;11;RUE;PETEL;36.88;Appartement;3;75115
31885;7;RUE;GAGER GABILLOT;53.13;Appartement;1;75115
31886;41;RUE;DE L ABBE GROULT;51.1;Appartement;3;75115
31887;22;RUE;DE CHERBOURG;34.39;Appartement;2;75115
31888;155;RUE;DE VAUGIRARD;33;Appartement;2;75115
31889;34;RUE;DE VOUILLE;10.58;Appartement;1;75115
31890;173;RUE;DE LA CROIX NIVERT;13.1;Appartement;1;75115
31891;44;RUE;DURANTON;23.06;Appartement;1;75115
31892;105;RUE;BLOMET;44.51;Appartement;2;75115
31893;11;RUE;DU GAL DE LARMINAT;64.58;Appartement;3;75115
31894;52;RUE;DE LA CROIX NIVERT;66.71;Appartement;2;75115
31895;16;RUE;LACORDAIRE;34.85;Appartement;2;75115
31896;9;RUE;GUTENBERG;15.4;Appartement;1;75115
31897;97;RUE;DE L ABBE GROULT;61.62;Appartement;3;75115
31898;17;AV;FELIX FAURE;83.24;Appartement;5;75115
31899;6;RUE;FERDINAND FABRE;31.53;Appartement;2;75115
31900;35;RUE;DES BERGERS;43.16;Appartement;2;75115
31901;34;AV;DE SUFFREN;88.2;Appartement;4;75115
31902;10;IMP;DE L EGLISE;14;Appartement;1;75115
31903;102;RUE;CAMBRONNE;11.96;Appartement;1;75115
31904;9;RUE;FALGUIERE;114.3;Appartement;4;75115
31905;59;RUE;DES ENTREPRENEURS;29.62;Appartement;1;75115
31906;9;RUE;EMILE DUCLAUX;59.2;Appartement;3;75115
31907;215;RUE;DE LA CROIX NIVERT;38.85;Appartement;2;75115
31908;1;RUE;DESNOUETTES;57.29;Appartement;3;75115
31909;64;AV;DE SAXE;33.97;Appartement;2;75115
31910;83;RUE;FONDARY;30.05;Appartement;2;75115
31911;366;RUE;DE VAUGIRARD;16.53;Appartement;1;75115
31912;14;RUE;DE VICHY;46.78;Appartement;1;75115
31914;317;RUE;DE VAUGIRARD;43.73;Appartement;2;75115
31915;192B;RUE;DE VAUGIRARD;73.25;Appartement;3;75115
31916;38;RUE;D ALLERAY;40.74;Appartement;2;75115
31917;9;RUE;GUTENBERG;14.18;Appartement;1;75115
31918;66;RUE;CASTAGNARY;22.41;Appartement;1;75115
31919;13;AV;FELIX FAURE;48.97;Appartement;2;75115
31920;25;RUE;DE CRONSTADT;28.03;Appartement;2;75115
31921;283C;RUE;LECOURBE;54.12;Appartement;2;75115
31922;7;RUE;BOUILLOUX LAFONT;32.7;Appartement;2;75115
31923;333;RUE;DE VAUGIRARD;49.3;Appartement;2;75115
31924;22;RUE;BORROMEE;27.01;Appartement;2;75115
31925;5;PL;D ALLERAY;99.34;Appartement;5;75115
31926;11;SQ;CHARLES LAURENT;82.05;Appartement;4;75115
31927;30;RUE;LECOURBE;49;Appartement;2;75115
31928;12;RUE;EDMOND ROGER;64.41;Appartement;3;75115
31929;45;RUE;SAINT LAMBERT;71.23;Appartement;3;75115
31930;53;RUE;BARGUE;49.54;Appartement;2;75115
31931;405;RUE;DE VAUGIRARD;154.03;Appartement;4;75115
31932;212;RUE;DE VAUGIRARD;17.33;Appartement;1;75115
31933;17;RUE;EMILE DUCLAUX;67.76;Appartement;3;75115
31934;28;RUE;GUTENBERG;62.2;Appartement;4;75115
31935;127;RUE;SAINT CHARLES;14.03;Appartement;1;75115
31936;205;RUE;DE LA CROIX NIVERT;51.01;Appartement;3;75115
31937;9;RUE;JOBBE DUVAL;46.14;Appartement;2;75115
31938;57;RUE;DE DANTZIG;45.64;Appartement;2;75115
31939;106;RUE;DU THEATRE;35.07;Appartement;3;75115
31940;112;RUE;CASTAGNARY;69.81;Appartement;3;75115
31941;84;BD;PASTEUR;58.43;Appartement;3;75115
31942;67;RUE;DU THEATRE;128.81;Appartement;7;75115
31943;60;RUE;MADEMOISELLE;15.73;Appartement;1;75115
31944;9;RUE;SAINTE LUCIE;24.83;Appartement;1;75115
31945;9B;RUE;QUINAULT;53.07;Appartement;3;75115
31946;7;RUE;DE LANGEAC;94.93;Appartement;3;75115
31947;50;RUE;DE LA CROIX NIVERT;27.19;Appartement;2;75115
31948;48;RUE;MATHURIN REGNIER;41.34;Appartement;2;75115
31949;4;RUE;GRAMME;38.39;Appartement;2;75115
31950;36;AV;GEORGES MANDEL;360.95;Appartement;8;75116
31951;15;RUE;DUFRENOY;30.02;Appartement;1;75116
31952;7;RUE;LOUIS DAVID;59.47;Appartement;2;75116
31953;10;RUE;WILHEM;145.22;Appartement;4;75116
31954;105;BD;MURAT;35;Appartement;1;75116
31955;20;RUE;DE VARIZE;24.39;Appartement;2;75116
31956;60;AV;VICTOR HUGO;259.7;Appartement;5;75116
31957;4;AV;ERLANGER;78.96;Appartement;4;75116
31958;2;RUE;DES MARRONNIERS;179.77;Appartement;6;75116
31959;7;RUE;BOILEAU;48.85;Appartement;2;75116
31960;15;RUE;CHANEZ;74.78;Appartement;3;75116
31961;2B;AV;MILLERET DE BROU;41.18;Appartement;2;75116
31962;40;RUE;ERLANGER;55.95;Appartement;3;75116
31963;25;RUE;PAUL VALERY;44.24;Appartement;2;75116
31964;4;AV;DE MONTESPAN;204.69;Appartement;5;75116
31965;8B;RUE;LAURENT PICHAT;54.4;Appartement;2;75116
31966;50;AV;FOCH;18.5;Appartement;1;75116
31967;6;AV;THEOPHILE GAUTIER;61.17;Appartement;4;75116
31968;49;AV;PAUL DOUMER;42.92;Appartement;1;75116
31969;5B;RUE;DE MUSSET;30.01;Appartement;1;75116
31970;21;AV;DE VERSAILLES;70.04;Appartement;2;75116
31971;37;RUE;RAYNOUARD;102.44;Appartement;4;75116
31972;149;RUE;DE LONGCHAMP;42.17;Appartement;2;75116
31973;5;RUE;DUFRENOY;250.06;Appartement;5;75116
31974;7;RUE;DE LA TOUR;135.02;Appartement;4;75116
31975;7;AV;PDT WILSON;84.8;Appartement;6;75116
31976;26;AV;PERRICHONT;104.21;Appartement;5;75116
31977;43;RUE;DU RANELAGH;48.18;Appartement;2;75116
31978;48;BD;MURAT;68.51;Appartement;3;75116
31979;32;RUE;DE L ASSOMPTION;57.92;Appartement;3;75116
31980;27;AV;DE LAMBALLE;143.85;Appartement;5;75116
31981;9;RUE;DESBORDES VALMORE;34.8;Appartement;1;75116
31982;65;RUE;JEAN DE LA FONTAINE;74.02;Appartement;2;75116
31983;8;RUE;SINGER;104.4;Appartement;3;75116
31984;2;SQ;JOUVENET;35.54;Appartement;3;75116
31985;21;AV;DU MAL MAUNOURY;204.69;Appartement;4;75116
31986;48;RUE;BOISSIERE;75.49;Appartement;3;75116
31987;3;RUE;LYAUTEY;107.15;Appartement;4;75116
31988;4;VLA;CHANEZ;85.02;Appartement;4;75116
31989;114;AV;VICTOR HUGO;36.51;Appartement;2;75116
31990;3;RUE;EDMOND ABOUT;198.84;Appartement;6;75116
31991;48;AV;FOCH;129.62;Appartement;3;75116
31992;11;RUE;JEAN BOLOGNE;84.43;Appartement;3;75116
31993;4;RUE;DE LA POMPE;116.79;Appartement;5;75116
31994;4;RUE;PICOT;215.14;Appartement;6;75116
31995;11;RUE;DU GAL DELESTRAINT;49.08;Appartement;2;75116
31996;30;RUE;FELICIEN DAVID;39.51;Appartement;1;75116
31997;15;QUAI;LOUIS BLERIOT;102.95;Appartement;4;75116
31998;94;QUAI;LOUIS BLERIOT;19.78;Appartement;1;75116
31999;20;RUE;JOUVENET;22.18;Appartement;1;75116
32000;68;BD;EXELMANS;82.18;Appartement;1;75116
32001;3;RUE;OCTAVE FEUILLET;128.26;Appartement;6;75116
32002;24;RUE;DE L ANNONCIATION;13.53;Appartement;1;75116
32003;61;RUE;D AUTEUIL;15.9;Appartement;1;75116
32004;19;RUE;DESBORDES VALMORE;13.7;Appartement;1;75116
32005;97;AV;VICTOR HUGO;315.55;Appartement;8;75116
32006;51;AV;FOCH;41.88;Appartement;2;75116
32007;16;RUE;FELICIEN DAVID;78.84;Appartement;3;75116
32008;63;AV;RAYMOND POINCARE;133.04;Appartement;5;75116
32009;22;RUE;DE LA TOUR;30.35;Appartement;2;75116
32010;28;RUE;SPONTINI;58.67;Appartement;2;75116
32011;85;BD;SUCHET;68.15;Appartement;3;75116
32012;91;RUE;DE LA POMPE;90.13;Appartement;4;75116
32013;16;RUE;LE MAROIS;23.6;Appartement;1;75116
32014;4;AV;DE L ABBE ROUSSEL;76.53;Appartement;4;75116
32015;22;RUE;LE MAROIS;64.52;Appartement;3;75116
32016;41;BD;DE MONTMORENCY;38.77;Appartement;1;75116
32017;23;RUE;LE SUEUR;71.93;Appartement;3;75116
32018;192;AV;VICTOR HUGO;138.05;Appartement;4;75116
32019;42;RUE;RIBERA;83.21;Appartement;3;75116
32020;12;BD;EXELMANS;40.8;Appartement;1;75116
32021;4B;RUE;PIERRE GUERIN;48.82;Appartement;3;75116
32022;14;AV;MARCEL PROUST;75.5;Appartement;3;75116
32023;7;RUE;DES EAUX;112.66;Appartement;4;75116
32024;104;QUAI;LOUIS BLERIOT;94.98;Appartement;4;75116
32025;5;AV;FREMIET;133.19;Appartement;5;75116
32026;121;BD;MURAT;81.85;Appartement;4;75116
32027;3;RUE;GOETHE;146.66;Appartement;5;75116
32028;51;RUE;DU GAL DELESTRAINT;116.55;Appartement;5;75116
32029;34;RUE;DES VIGNES;89.5;Appartement;4;75116
32030;93;RUE;DE LA FAISANDERIE;33;Appartement;1;75116
32031;67;RUE;DU RANELAGH;151.85;Appartement;5;75116
32032;114;RUE;MICHEL ANGE;60.75;Appartement;2;75116
32033;34;RUE;DOCTEUR BLANCHE;128.02;Appartement;5;75116
32034;19;RUE;DU GAL APPERT;35.64;Appartement;1;75116
32035;3;RUE;BENJAMIN FRANKLIN;133.68;Appartement;5;75116
32036;67;AV;MOZART;129.2;Appartement;4;75116
32037;81;RUE;DE LA FAISANDERIE;57.45;Appartement;2;75116
32038;33;RUE;SPONTINI;52.77;Appartement;3;75116
32039;131;BD;MURAT;27.01;Appartement;1;75116
32040;94;RUE;DE L ASSOMPTION;47.63;Appartement;2;75116
32041;3;RUE;DE TRAKTIR;181.35;Appartement;6;75116
32042;4;VLA;JOCELYN;179.72;Appartement;7;75116
32043;34;RUE;ERLANGER;116.12;Appartement;4;75116
32044;51;RUE;DU GAL DELESTRAINT;117.55;Appartement;5;75116
32045;18;RUE;MESNIL;31.87;Appartement;2;75116
32046;7B;VLA;EUGENE MANUEL;99.03;Appartement;4;75116
32047;99;RUE;DE LONGCHAMP;105.2;Appartement;5;75116
32048;9;RUE;DESBORDES VALMORE;30.75;Appartement;1;75116
32049;100;RUE;CHARDON LAGACHE;93.67;Appartement;3;75116
32050;14;AV;THEOPHILE GAUTIER;112.04;Appartement;4;75116
32051;9;AV;ALPHONSE XIII;41.38;Appartement;2;75116
32052;39;RUE;LE MAROIS;44.6;Appartement;2;75116
32053;77;RUE;BOILEAU;41.08;Appartement;2;75116
32054;51;RUE;MOLITOR;76.8;Appartement;5;75116
32055;39;AV;D EYLAU;33.04;Appartement;7;75116
32056;2;RUE;DEBROUSSE;60.24;Appartement;3;75116
32057;33;AV;THEOPHILE GAUTIER;95.94;Appartement;4;75116
32058;28;AV;MOZART;114.44;Appartement;5;75116
32059;50;RUE;LAURISTON;39.41;Appartement;3;75116
32060;30;AV;PDT WILSON;135.05;Appartement;4;75116
32061;25;AV;PIERRE 1ER SERBIE;52.14;Appartement;1;75116
32062;46;RUE;CHARDON LAGACHE;21.87;Appartement;1;75116
32063;173B;AV;DE VERSAILLES;47.57;Appartement;2;75116
32064;69;RUE;DE LA FAISANDERIE;38.32;Appartement;1;75116
32065;21;RUE;FANTIN LATOUR;50.8;Appartement;3;75116
32066;95;RUE;BOILEAU;57.84;Appartement;2;75116
32067;40;AV;FOCH;390.1;Appartement;9;75116
32068;26;RUE;POUSSIN;27.14;Appartement;1;75116
32069;6;RUE;EUGENE LABICHE;168.1;Appartement;5;75116
32070;11;RUE;DE LA FAISANDERIE;79.31;Appartement;2;75116
32071;8;RUE;MASPERO;194.8;Appartement;4;75116
32072;3;AV;FOCH;33.6;Appartement;1;75116
32073;8B;RUE;LAURENT PICHAT;47.78;Appartement;2;75116
32074;171;RUE;DE LA POMPE;41.2;Appartement;2;75116
32075;26B;RUE;JOUVENET;29.03;Appartement;1;75116
32076;22;RUE;LE MAROIS;69.99;Appartement;3;75116
32077;12;RUE;CHERNOVIZ;73.9;Appartement;2;75116
32078;175;AV;DE VERSAILLES;83.96;Appartement;4;75116
32079;51;RUE;DU GAL DELESTRAINT;118.45;Appartement;4;75116
32080;6;RUE;ROBERT LE COIN;47.01;Appartement;1;75116
32081;10;RUE;DE CIVRY;76.02;Appartement;3;75116
32082;19;RUE;DE CIVRY;12.51;Appartement;1;75116
32083;35;RUE;VITAL;11.04;Appartement;1;75116
32084;112;QUAI;LOUIS BLERIOT;92.48;Appartement;4;75116
32085;23;RUE;VAN LOO;76.9;Appartement;3;75116
32086;42;RUE;CHARDON LAGACHE;135.65;Appartement;4;75116
32087;48;AV;FOCH;20.03;Appartement;1;75116
32088;15;RUE;DES BELLES FEUILLES;64.2;Appartement;4;75116
32089;19;RUE;DU GAL DELESTRAINT;41.18;Appartement;2;75116
32090;54;AV;D IENA;22.7;Appartement;1;75116
32091;48;RUE;RAFFET;72.04;Appartement;3;75116
32092;15;RUE;DES BELLES FEUILLES;55.95;Appartement;3;75116
32093;67;BD;SUCHET;20.67;Appartement;2;75116
32094;91;RUE;BOILEAU;56.73;Appartement;2;75116
32095;110;AV;MOZART;101.67;Appartement;4;75116
32096;3;RUE;DE LA POMPE;72.86;Appartement;2;75116
32097;66;AV;KLEBER;10.83;Appartement;1;75116
32098;14;RUE;LE MAROIS;31.71;Appartement;1;75116
32099;17;RUE;PETRARQUE;14.98;Appartement;1;75116
32100;49;RUE;DE BOULAINVILLIERS;265.11;Appartement;4;75116
32101;17;RUE;JOUVENET;26.58;Appartement;1;75116
32102;75;RUE;MICHEL ANGE;82.35;Appartement;3;75116
32103;77;AV;RAYMOND POINCARE;16.05;Appartement;2;75116
32104;18;RUE;LALO;190.47;Appartement;6;75116
32105;21;RUE;POUSSIN;110.5;Appartement;4;75116
32106;3;RUE;DES EAUX;102;Appartement;4;75116
32107;20;RUE;JOUVENET;36.24;Appartement;2;75116
32108;63;AV;MARCEAU;44.85;Appartement;1;75116
32109;8;RUE;PAUL VALERY;125.77;Appartement;7;75116
32110;92;RUE;RAYNOUARD;68.49;Appartement;3;75116
32111;26;RUE;POUSSIN;88.82;Appartement;4;75116
32112;23;BD;DE BEAUSEJOUR;595;Appartement;8;75116
32113;29;RUE;DAVIOUD;60.86;Appartement;4;75116
32114;20;BD;SUCHET;162.46;Appartement;6;75116
32115;24;RUE;CLAUDE LORRAIN;129.06;Appartement;4;75116
32116;21;RUE;DESBORDES VALMORE;60.73;Appartement;3;75116
32117;107;RUE;LAURISTON;55.4;Appartement;2;75116
32118;19;RUE;OCTAVE FEUILLET;328.35;Appartement;9;75116
32119;130;AV;DE VERSAILLES;112.11;Appartement;4;75116
32120;22;AV;FOCH;34.49;Appartement;1;75116
32121;20;RUE;LAURISTON;32.02;Appartement;1;75116
32122;64B;RUE;PERGOLESE;20.6;Appartement;1;75116
32123;6;RUE;ROBERT LE COIN;73.71;Appartement;3;75116
32124;42B;AV;GEORGES MANDEL;75.97;Appartement;3;75116
32125;131;AV;DE MALAKOFF;140.33;Appartement;6;75116
32126;17;AV;VION WHITCOMB;121.8;Appartement;3;75116
32127;5;RUE;CHALGRIN;11.97;Appartement;1;75116
32128;19;RUE;MASSENET;90.6;Appartement;4;75116
32129;22;AV;DE LAMBALLE;54.15;Appartement;2;75116
32130;166;AV;DE VERSAILLES;101.84;Appartement;4;75116
32131;5;RUE;ISABEY;91.2;Appartement;3;75116
32132;43;RUE;DE CHAILLOT;35.15;Appartement;2;75116
32133;56;RUE;DE LA POMPE;17.8;Appartement;1;75116
32134;39;RUE;MOLITOR;52.25;Appartement;1;75116
32135;11;RUE;RENE BAZIN;89.59;Appartement;5;75116
32136;117;BD;MURAT;86.55;Appartement;3;75116
32137;7;RUE;DUBAN;16.01;Appartement;1;75116
32138;108;RUE;MICHEL ANGE;16.21;Appartement;1;75116
32139;52;RUE;DOCTEUR BLANCHE;22.31;Appartement;1;75116
32140;128;RUE;DE LA POMPE;129.57;Appartement;5;75116
32141;47;RUE;ERLANGER;33.25;Appartement;1;75116
32142;1;VLA;CHANEZ;63.01;Appartement;2;75116
32143;78;RUE;MICHEL ANGE;53.8;Appartement;3;75116
32144;1;VLA;JOCELYN;72.88;Appartement;2;75116
32145;8;RUE;PAUL DUPUY;90.92;Appartement;3;75116
32146;126;AV;DE VERSAILLES;44.81;Appartement;3;75116
32147;103;AV;DE VERSAILLES;74.02;Appartement;2;75116
32148;42;BD;EXELMANS;30.04;Appartement;1;75116
32149;50;RUE;JEAN DE LA FONTAINE;96.02;Appartement;3;75116
32150;15;RUE;D AUTEUIL;22.31;Appartement;1;75116
32151;2;RUE;AUGUSTE MAQUET;63.51;Appartement;3;75116
32152;46;RUE;RAFFET;41.61;Appartement;2;75116
32153;22;RUE;SPONTINI;78.02;Appartement;3;75116
32154;5;RUE;JOUVENET;39.9;Appartement;2;75116
32155;127;RUE;DE LA POMPE;52.59;Appartement;2;75116
32156;14;RUE;WEBER;80.03;Appartement;4;75116
32157;17;RUE;LAURISTON;58.7;Appartement;3;75116
32158;19;RUE;DE L YVETTE;105.48;Appartement;4;75116
32159;56;BD;EXELMANS;73.35;Appartement;4;75116
32160;73;AV;DE VERSAILLES;32.42;Appartement;1;75116
32161;7;RUE;LEKAIN;37.57;Appartement;2;75116
32162;12;RUE;SAINT DIDIER;33.96;Appartement;2;75116
32163;46;BD;FLANDRIN;205.71;Appartement;6;75116
32164;31;RUE;RAFFET;48.95;Appartement;2;75116
32165;77;RUE;DE LA POMPE;227.85;Appartement;8;75116
32166;116;QUAI;LOUIS BLERIOT;78.39;Appartement;2;75116
32167;90;RUE;RAYNOUARD;29.91;Appartement;1;75116
32168;11;RUE;DE MAGDEBOURG;42.47;Appartement;5;75116
32169;11;RUE;DE MAGDEBOURG;45.85;Appartement;4;75116
32170;97;AV;VICTOR HUGO;287.98;Appartement;6;75116
32171;14;RUE;DE MUSSET;27.32;Appartement;2;75116
32172;1;RUE;EDOUARD FOURNIER;221.5;Appartement;5;75116
32173;131;AV;DE MALAKOFF;151.4;Appartement;5;75116
32174;4;VC;HAM BERANGER;61.52;Appartement;2;75116
32175;37;RUE;SCHEFFER;62.76;Appartement;2;75116
32176;131;AV;DE MALAKOFF;152.2;Appartement;5;75116
32177;11;AV;MOZART;76.6;Appartement;3;75116
32178;1;RUE;JACQUES OFFENBACH;46.97;Appartement;2;75116
32179;6;RUE;MIRABEAU;85.85;Appartement;4;75116
32180;35;AV;THEOPHILE GAUTIER;73.91;Appartement;3;75116
32181;3;RUE;LEONARD DE VINCI;32.85;Appartement;1;75116
32182;1;RUE;DE MUSSET;37.6;Appartement;2;75116
32183;7;RUE;VITAL;28;Appartement;1;75116
32184;6;RUE;GUDIN;15.5;Appartement;1;75116
32185;13;RUE;DE BASSANO;29.99;Appartement;2;75116
32186;34;RUE;FELICIEN DAVID;121.29;Appartement;4;75116
32187;6;RUE;RAFFET;103.74;Appartement;4;75116
32188;44;RUE;SAINT DIDIER;17.41;Appartement;1;75116
32189;51;RUE;WILSON;50.64;Maison;5;59574
32190;19;RUE;DE L YVETTE;106.59;Appartement;3;75116
32191;57;RUE;DE LA POMPE;39.43;Appartement;2;75116
32192;46;RUE;RAFFET;43.74;Appartement;2;75116
32193;31;RUE;RAFFET;73.02;Appartement;4;75116
32194;4;RUE;DES EAUX;69.3;Appartement;2;75116
32195;8;RUE;DE L ASSOMPTION;48.11;Appartement;3;75116
32196;49;BD;MURAT;55.64;Appartement;2;75116
32197;3;SQ;DES ECRIVAINS COMBATTANTS;172.18;Appartement;4;75116
32198;34;RUE;D AUTEUIL;92.02;Appartement;4;75116
32199;19;AV;LA GRANDE ARMEE;112.53;Appartement;4;75116
32200;90;BD;FLANDRIN;242.5;Appartement;5;75116
32201;43;RUE;DE BOULAINVILLIERS;58.54;Appartement;3;75116
32202;30;RUE;FELICIEN DAVID;32.2;Appartement;1;75116
32203;8;RUE;GERICAULT;75.28;Appartement;4;75116
32204;39;BD;SUCHET;15.07;Appartement;1;75116
32205;32;AV;FOCH;317.05;Appartement;6;75116
32206;3;AV;BOUDON;16.76;Appartement;1;75116
32207;28;RUE;LE SUEUR;53.86;Appartement;3;75116
32208;38;RUE;MICHEL ANGE;60.11;Appartement;2;75116
32209;59;RUE;CHARDON LAGACHE;34.9;Appartement;2;75116
32210;97;AV;VICTOR HUGO;319.75;Appartement;8;75116
32211;4;AV;DE LAMBALLE;77.75;Appartement;2;75116
13076;13;RUE;DES BELLES FEUILLES;83.21;Appartement;4;75116
32213;9;RUE;DE SIAM;68.94;Appartement;3;75116
32214;3;RUE;DE CIVRY;79;Appartement;3;75116
32215;4;RUE;BEETHOVEN;92.91;Appartement;5;75116
32216;31;RUE;COPERNIC;89.75;Appartement;4;75116
32217;39;RUE;GROS;28.22;Appartement;1;75116
32218;41;RUE;GALILEE;129.82;Appartement;3;75116
32219;176;QUAI;LOUIS BLERIOT;42.78;Appartement;2;75116
32220;10;RUE;DE CIVRY;92.33;Appartement;4;75116
32221;4;VLA;FLORE;48.21;Appartement;2;75116
32222;14;RUE;JEAN DE LA FONTAINE;64.9;Appartement;2;75116
32223;14;RUE;DES SABLONS;23.02;Appartement;1;75116
32224;3;RUE;NARCISSE DIAZ;65.35;Appartement;2;75116
32225;34;RUE;ERLANGER;115.37;Appartement;1;75116
32226;25;RUE;LECONTE DE LISLE;44.1;Appartement;2;75116
32227;29;RUE;DU GAL DELESTRAINT;128.3;Appartement;4;75116
32228;88B;RUE;MICHEL ANGE;15;Appartement;1;75116
32229;37;RUE;MICHEL ANGE;111.38;Appartement;3;75116
32230;3;RUE;DE CIVRY;22.35;Appartement;1;75116
32231;11;RUE;DE MAGDEBOURG;39.89;Appartement;2;75116
32232;45;BD;MURAT;10.36;Appartement;1;75116
32233;5;SQ;MIGNOT;86.47;Appartement;2;75116
32234;37;RUE;RIBERA;92.67;Appartement;4;75116
32235;39;BD;SUCHET;31.81;Appartement;2;75116
32236;88T;RUE;MICHEL ANGE;99.08;Appartement;3;75116
32237;1;PL;DE L ALMA;125.46;Appartement;2;75116
32238;8;RUE;DES PATURES;52.61;Appartement;2;75116
32239;5;RUE;LEROUX;118.17;Appartement;4;75116
32240;13;AV;DE VERSAILLES;68.65;Appartement;4;75116
32241;14;RUE;DES MARRONNIERS;79.4;Appartement;3;75116
32242;81;RUE;MICHEL ANGE;22.57;Appartement;1;75116
32243;20;AV;DE VERSAILLES;52.52;Appartement;2;75116
32244;16;RUE;CORTAMBERT;30.82;Appartement;2;75116
32245;104;RUE;BOILEAU;51.86;Appartement;3;75116
32246;50;RUE;PERGOLESE;94.02;Appartement;4;75116
32247;2;RUE;DE CIVRY;70.8;Appartement;3;75116
32248;131;AV;DE MALAKOFF;145.85;Appartement;5;75116
32249;114;RUE;MICHEL ANGE;61.11;Appartement;2;75116
32250;13;RUE;SPONTINI;75.55;Appartement;4;75116
32251;3;RUE;VERDI;184.29;Appartement;6;75116
32252;6;BD;SUCHET;9.1;Appartement;1;75116
32253;18;AV;DE VERSAILLES;54.58;Appartement;2;75116
32254;12;RUE;LE SUEUR;9.09;Appartement;1;75116
32255;95;RUE;DE PASSY;48.6;Appartement;2;75116
32256;33;RUE;RAYNOUARD;50.3;Appartement;2;75116
32257;4;RUE;CHARLES DICKENS;43.1;Appartement;1;75116
32258;93;RUE;DE LA FAISANDERIE;32.42;Appartement;1;75116
32259;100;AV;KLEBER;31.07;Appartement;2;75116
32260;112;QUAI;LOUIS BLERIOT;46.28;Appartement;1;75116
32261;108;QUAI;LOUIS BLERIOT;93.89;Appartement;3;75116
32262;24;RUE;HENRI HEINE;106.15;Appartement;4;75116
32263;46;RUE;RAFFET;93.12;Appartement;4;75116
32264;2;RUE;DECAMPS;190.1;Appartement;6;75116
32265;5;RUE;PAUL DUPUY;93.05;Appartement;3;75116
32266;77;BD;SUCHET;135.06;Appartement;4;75116
32267;23;RUE;JEAN DE LA FONTAINE;22.18;Appartement;1;75116
32268;31;RUE;RAYNOUARD;134.7;Appartement;5;75116
32269;51;RUE;DU GAL DELESTRAINT;131.85;Appartement;5;75116
32270;2;RUE;GREUZE;322.82;Appartement;8;75116
32271;58;BD;EMILE AUGIER;205.11;Appartement;5;75116
32272;20;AV;RENE BOYLESVE;24.45;Appartement;1;75116
32273;6;VLA;DE BEAUSEJOUR;88.94;Appartement;3;75116
32274;18;RUE;GALILEE;204.02;Appartement;3;75116
32275;83;RUE;DE L ASSOMPTION;54.52;Appartement;2;75116
32276;94;AV;D IENA;64.56;Appartement;2;75116
32277;9;RUE;VICTORIEN SARDOU;18.54;Appartement;1;75116
32278;4;RUE;FOUCAULT;100.5;Appartement;4;75116
32279;1;RUE;MIRABEAU;96.93;Appartement;4;75116
32280;15;BD;EXELMANS;18.05;Appartement;1;75116
32281;116;QUAI;LOUIS BLERIOT;95.63;Appartement;4;75116
32282;6;RUE;DAUMIER;17.52;Appartement;1;75116
32283;85;RUE;JEAN DE LA FONTAINE;40.63;Appartement;2;75116
32284;81B;RUE;LAURISTON;44.19;Appartement;1;75116
32285;24;BD;EXELMANS;44.53;Appartement;3;75116
32286;8;RUE;BOILEAU;87.3;Appartement;4;75116
32287;8;RUE;RENE BAZIN;107.95;Appartement;5;75116
32288;15B;RUE;GEORGES BIZET;28.01;Appartement;1;75116
32289;14;RUE;PAUL VALERY;38.53;Appartement;1;75116
32290;35;RUE;DE CHAILLOT;27.5;Appartement;2;75116
32291;16;RUE;LECONTE DE LISLE;105.78;Appartement;3;75116
32292;4;RUE;OSWALDO CRUZ;56.47;Appartement;2;75116
32293;13;RUE;BOIS LE VENT;164.75;Appartement;3;75116
32294;8;RUE;CDT SCHLOESING;31.08;Appartement;1;75116
32295;178;AV;DE VERSAILLES;27.8;Appartement;1;75116
32296;19;RUE;PIERRE GUERIN;71.35;Appartement;4;75116
32297;52;AV;DES TILLEULS;109.31;Appartement;4;75116
32298;129;RUE;DE LA POMPE;79.7;Appartement;4;75116
32299;6;RUE;OSWALDO CRUZ;67.35;Appartement;3;75116
32300;28;RUE;GEORGE SAND;31.13;Appartement;1;75116
32301;28;AV;FOCH;27.56;Appartement;1;75116
32302;10;RUE;GREUZE;13.1;Appartement;1;75116
32303;5;RUE;MIRABEAU;150.5;Appartement;6;75116
32304;101;RUE;DE LA FAISANDERIE;14.51;Appartement;1;75116
32305;79;BD;EXELMANS;12.85;Appartement;1;75116
